datetime,game_length,game_result,time_per_game,training_steps
2023-05-24 13:25:26,45,B+1.0,15.9126,0
2023-05-24 13:25:49,59,B+1.0,19.8488,0
2023-05-24 13:26:04,42,W+1.0,18.1988,0
2023-05-24 13:26:20,48,W+1.0,17.6652,0
2023-05-24 13:26:35,41,B+1.0,17.0557,0
2023-05-24 13:26:49,40,W+1.0,16.5041,0
2023-05-24 13:27:12,61,B+1.0,17.5044,0
2023-05-24 13:27:26,39,B+1.0,16.9953,0
2023-05-24 13:27:51,65,B+1.0,17.949,0
2023-05-24 13:28:07,44,W+1.0,17.7634,0
2023-05-24 13:28:25,49,B+1.0,17.7194,0
2023-05-24 13:28:43,54,W+1.0,17.7469,0
2023-05-24 13:29:05,56,W+1.0,18.1016,0
2023-05-24 13:29:23,50,W+1.0,18.1205,0
2023-05-24 13:29:48,64,W+1.0,18.5789,0
2023-05-24 13:30:09,58,W+1.0,18.7106,0
2023-05-24 13:30:28,48,W+1.0,18.7487,0
2023-05-24 13:30:46,45,B+1.0,18.6724,0
2023-05-24 13:30:59,36,W+1.0,18.41,0
2023-05-24 13:31:15,45,B+1.0,18.2913,0
2023-05-24 13:31:29,41,B+1.0,18.0446,0
2023-05-24 13:31:42,38,W+1.0,17.838,0
2023-05-24 13:31:57,48,W+1.0,17.7107,0
2023-05-24 13:32:14,43,B+1.0,17.6643,0
2023-05-24 13:32:35,52,W+1.0,17.8055,0
2023-05-24 13:32:53,52,W+1.0,17.8322,0
2023-05-24 13:33:10,53,B+1.0,17.8088,0
2023-05-24 13:33:36,63,B+1.0,18.077,0
2023-05-24 13:34:06,67,B+1.0,18.4951,0
2023-05-24 13:34:24,50,W+1.0,18.4629,0
2023-05-24 13:34:46,63,B+1.0,18.5914,0
2023-05-24 13:34:59,35,B+1.0,18.4228,0
2023-05-24 13:35:22,63,B+1.0,18.5479,0
2023-05-24 13:35:44,59,B+1.0,18.6617,0
2023-05-24 13:35:52,26,W+1.0,18.3653,0
2023-05-24 13:36:18,68,W+1.0,18.5676,0
2023-05-24 13:36:38,53,B+1.0,18.6081,0
2023-05-24 13:36:50,37,B+1.0,18.4375,0
2023-05-24 13:37:04,41,B+1.0,18.3179,0
2023-05-24 13:37:20,45,B+1.0,18.2609,0
2023-05-24 13:37:37,46,W+1.0,18.218,0
2023-05-24 13:37:55,44,W+1.0,18.2152,0
2023-05-24 13:38:11,42,W+1.0,18.1711,0
2023-05-24 13:38:27,40,W+1.0,18.1279,0
2023-05-24 13:38:41,43,B+1.0,18.0349,0
2023-05-24 13:38:59,57,B+1.0,18.0235,0
2023-05-24 13:39:20,58,W+1.0,18.0974,0
2023-05-24 13:39:29,26,W+1.0,17.9074,0
2023-05-24 13:39:49,52,W+1.0,17.9455,0
2023-05-24 13:40:11,67,B+1.0,18.0337,0
2023-05-24 13:40:33,60,W+1.0,18.1128,0
2023-05-24 13:40:51,45,B+1.0,18.1051,0
2023-05-24 13:41:03,35,B+1.0,17.9946,0
2023-05-24 13:41:13,25,B+1.0,17.8324,0
2023-05-24 13:41:24,35,B+1.0,17.7227,0
2023-05-24 13:41:46,59,B+1.0,17.7832,0
2023-05-24 13:42:03,51,B+1.0,17.7851,0
2023-05-24 13:42:28,59,B+1.0,17.9062,0
2023-05-24 13:42:52,62,W+1.0,18.006,0
2023-05-24 13:43:02,29,B+1.0,17.8658,0
2023-05-24 13:43:10,24,W+1.0,17.7131,0
2023-05-24 13:43:24,42,W+1.0,17.6558,0
2023-05-24 13:43:39,42,W+1.0,17.6007,0
2023-05-24 13:45:13,59,B+1.0,17.893,1000
2023-05-24 13:45:39,46,W+1.0,18.0032,1000
2023-05-24 13:46:05,49,B+1.0,18.129,1000
