datetime,game_length,game_result,time_per_game,training_steps
2023-05-24 13:26:04,48,W+1.0,52.7768,0
2023-05-24 13:26:40,39,B+1.0,44.0088,0
2023-05-24 13:27:23,49,B+1.0,43.7094,0
2023-05-24 13:27:38,24,W+1.0,36.6076,0
2023-05-24 13:28:11,49,B+1.0,35.8456,0
2023-05-24 13:28:51,58,W+1.0,36.5081,0
2023-05-24 13:29:30,59,B+1.0,36.9038,0
2023-05-24 13:30:03,50,W+1.0,36.3994,0
2023-05-24 13:30:36,48,W+1.0,35.995,0
2023-05-24 13:30:57,35,B+1.0,34.594,0
2023-05-24 13:31:23,37,B+1.0,33.758,0
2023-05-24 13:32:16,67,B+1.0,35.3353,0
2023-05-24 13:33:10,81,B+1.0,36.7978,0
2023-05-24 13:33:29,32,W+1.0,35.5476,0
2023-05-24 13:34:13,53,B+1.0,36.1268,0
2023-05-24 13:35:29,75,B+1.0,38.5768,0
2023-05-24 13:36:28,66,W+1.0,39.7859,0
2023-05-24 13:37:23,74,W+1.0,40.6346,0
2023-05-24 13:38:13,74,W+1.0,41.121,0
2023-05-24 13:38:45,53,B+1.0,40.6621,0
2023-05-24 13:39:17,48,W+1.0,40.2413,0
2023-05-24 13:39:53,55,B+1.0,40.0581,0
2023-05-24 13:40:55,81,B+1.0,41.0261,0
2023-05-24 13:41:18,33,B+1.0,40.2711,0
2023-05-24 13:42:14,79,B+1.0,40.9031,0
2023-05-24 13:42:33,29,B+1.0,40.0653,0
2023-05-24 13:42:53,31,B+1.0,39.3137,0
2023-05-24 13:43:28,46,W+1.0,39.1513,0
2023-05-24 13:45:02,38,W+1.0,38.4318,1000
2023-05-24 13:45:40,63,B+1.0,38.4088,1000
2023-05-24 13:46:01,36,W+1.0,37.8718,1000
2023-05-24 13:46:32,52,W+1.0,37.6758,1000
2023-05-24 13:47:01,51,B+1.0,37.4287,1000
2023-05-24 13:47:28,44,W+1.0,37.1126,1000
2023-05-24 13:48:11,69,B+1.0,37.2906,1000
2023-05-24 13:48:51,63,B+1.0,37.3486,1000
2023-05-24 13:49:16,44,W+1.0,37.0201,1000
2023-05-24 13:49:49,56,W+1.0,36.9162,1000
2023-05-24 13:50:18,49,B+1.0,36.7239,1000
2023-05-24 13:50:55,63,B+1.0,36.7418,1000
2023-05-24 13:51:13,30,W+1.0,36.2782,1000
2023-05-24 13:51:58,71,B+1.0,36.5022,1000
2023-05-24 13:52:25,43,B+1.0,36.2731,1000
2023-05-24 13:52:48,38,W+1.0,35.9692,1000
2023-05-24 13:53:10,37,B+1.0,35.6677,1000
2023-05-24 13:53:48,62,W+1.0,35.7203,1000
2023-05-24 13:54:25,62,W+1.0,35.7551,1000
2023-05-24 13:54:49,42,W+1.0,35.5051,1000
2023-05-24 13:55:19,52,W+1.0,35.4039,1000
2023-05-24 13:55:52,56,W+1.0,35.3598,1000
2023-05-24 13:56:16,41,B+1.0,35.134,1000
2023-05-24 13:56:50,62,W+1.0,35.109,1000
2023-05-24 13:57:10,37,B+1.0,34.8437,1000
2023-05-24 13:57:50,67,B+1.0,34.925,1000
2023-05-24 13:58:24,57,B+1.0,34.9078,1000
2023-05-24 13:58:41,30,W+1.0,34.5918,1000
2023-05-24 13:59:24,71,B+1.0,34.7353,1000
2023-05-24 14:00:04,67,B+1.0,34.8252,1000
2023-05-24 14:00:37,57,B+1.0,34.8006,1000
2023-05-24 14:01:12,61,B+1.0,34.8115,1000
2023-05-24 14:02:03,83,B+1.0,35.06,1000
2023-05-24 14:02:26,41,B+1.0,34.8661,1000
2023-05-24 14:02:46,35,B+1.0,34.6396,1000
2023-05-24 14:03:16,52,W+1.0,34.5761,1000
2023-05-24 14:03:55,67,B+1.0,34.6433,1000
2023-05-24 14:04:30,58,W+1.0,34.6374,1000
2023-05-24 14:04:53,43,B+1.0,34.4761,1000
2023-05-24 14:06:30,57,B+1.0,34.2974,2000
2023-05-24 14:06:51,39,B+1.0,34.1108,2000
2023-05-24 14:07:14,42,W+1.0,33.9516,2000
2023-05-24 14:07:52,65,B+1.0,34.0055,2000
2023-05-24 14:08:27,63,B+1.0,34.0255,2000
2023-05-24 14:08:48,38,W+1.0,33.8461,2000
2023-05-24 14:09:14,48,W+1.0,33.7473,2000
2023-05-24 14:09:50,67,B+1.0,33.7759,2000
2023-05-24 14:10:16,48,W+1.0,33.6708,2000
2023-05-24 14:10:42,48,W+1.0,33.5692,2000
2023-05-24 14:11:02,37,B+1.0,33.4041,2000
2023-05-24 14:11:15,24,W+1.0,33.1495,2000
2023-05-24 14:11:41,51,B+1.0,33.0643,2000
2023-05-24 14:11:54,25,B+1.0,32.8263,2000
2023-05-24 14:12:29,67,B+1.0,32.8561,2000
2023-05-24 14:12:58,51,B+1.0,32.8022,2000
2023-05-24 14:13:22,49,B+1.0,32.7072,2000
2023-05-24 14:13:43,37,B+1.0,32.5642,2000
2023-05-24 14:14:13,61,B+1.0,32.5431,2000
2023-05-24 14:14:55,73,B+1.0,32.6502,2000
2023-05-24 14:15:33,69,B+1.0,32.7099,2000
2023-05-24 14:15:48,28,W+1.0,32.5095,2000
2023-05-24 14:16:22,62,W+1.0,32.5234,2000
2023-05-24 14:16:42,40,W+1.0,32.3967,2000
2023-05-24 14:17:02,36,W+1.0,32.2595,2000
2023-05-24 14:17:23,40,W+1.0,32.1438,2000
2023-05-24 14:17:48,47,B+1.0,32.0664,2000
2023-05-24 14:18:13,50,W+1.0,31.9941,2000
2023-05-24 14:18:43,55,B+1.0,31.9745,2000
2023-05-24 14:19:13,58,W+1.0,31.9499,2000
2023-05-24 14:19:33,37,B+1.0,31.8321,2000
2023-05-24 14:19:59,49,B+1.0,31.5669,2000
2023-05-24 14:20:20,39,B+1.0,31.4271,2000
2023-05-24 14:20:30,19,B+1.0,31.0945,2000
2023-05-24 14:20:42,23,B+1.0,31.0589,2000
2023-05-24 14:21:01,35,B+1.0,30.9226,2000
2023-05-24 14:21:26,47,B+1.0,30.7758,2000
2023-05-24 14:22:01,64,W+1.0,30.7277,2000
2023-05-24 14:22:34,62,W+1.0,30.7348,2000
2023-05-24 14:22:56,44,W+1.0,30.6238,2000
2023-05-24 14:23:13,31,B+1.0,30.5701,2000
2023-05-24 14:23:42,56,W+1.0,30.6081,2000
2023-05-24 14:24:14,55,B+1.0,30.3996,2000
2023-05-24 14:24:40,52,W+1.0,30.1199,2000
2023-05-24 14:25:13,61,B+1.0,30.2605,2000
2023-05-24 14:26:55,50,W+1.0,29.6556,3000
2023-05-24 14:27:19,44,W+1.0,29.2994,3000
2023-05-24 14:27:50,58,W+1.0,29.0646,3000
2023-05-24 14:28:22,59,B+1.0,28.8783,3000
2023-05-24 14:28:49,52,W+1.0,28.8274,3000
2023-05-24 14:29:21,60,W+1.0,28.8326,3000
2023-05-24 14:29:40,37,B+1.0,28.6659,3000
2023-05-24 14:30:10,58,W+1.0,28.3429,3000
2023-05-24 14:30:40,57,B+1.0,28.4042,3000
2023-05-24 14:30:53,26,W+1.0,27.9817,3000
2023-05-24 14:31:21,50,W+1.0,28.0622,3000
2023-05-24 14:31:55,60,W+1.0,28.2098,3000
2023-05-24 14:32:25,55,B+1.0,28.1571,3000
2023-05-24 14:32:43,38,W+1.0,27.9974,3000
2023-05-24 14:33:05,40,W+1.0,27.9982,3000
2023-05-24 14:33:28,44,W+1.0,27.8468,3000
2023-05-24 14:34:01,55,B+1.0,27.9674,3000
2023-05-24 14:34:23,37,B+1.0,27.8682,3000
2023-05-24 14:34:47,43,B+1.0,27.8152,3000
2023-05-24 14:34:55,15,B+1.0,27.6297,3000
2023-05-24 14:35:15,38,W+1.0,27.4029,3000
2023-05-24 14:35:48,56,W+1.0,27.3392,3000
2023-05-24 14:36:20,54,W+1.0,27.4016,3000
2023-05-24 14:36:54,58,W+1.0,27.42,3000
2023-05-24 14:37:20,47,B+1.0,27.3843,3000
2023-05-24 14:37:50,61,B+1.0,27.3125,3000
2023-05-24 14:38:35,80,W+1.0,27.5896,3000
2023-05-24 14:38:59,44,W+1.0,27.3697,3000
2023-05-24 14:39:30,54,W+1.0,27.4123,3000
2023-05-24 14:39:55,43,B+1.0,27.4328,3000
2023-05-24 14:40:31,64,W+1.0,27.5741,3000
2023-05-24 14:40:46,30,W+1.0,27.3484,3000
2023-05-24 14:41:11,42,W+1.0,27.2237,3000
2023-05-24 14:41:33,37,B+1.0,27.2014,3000
2023-05-24 14:41:53,36,W+1.0,27.0989,3000
2023-05-24 14:42:23,52,W+1.0,27.0729,3000
2023-05-24 14:42:48,46,W+1.0,27.0882,3000
2023-05-24 14:43:17,49,B+1.0,27.0311,3000
2023-05-24 14:44:10,92,W+1.0,27.3608,3000
2023-05-24 14:44:23,24,W+1.0,27.0975,3000
2023-05-24 14:44:49,45,B+1.0,27.0185,3000
2023-05-24 14:45:07,33,B+1.0,27.0306,3000
2023-05-24 14:46:51,46,W+1.0,26.7928,4000
2023-05-24 14:47:19,48,W+1.0,26.7323,4000
2023-05-24 14:47:33,27,B+1.0,26.5205,4000
2023-05-24 14:47:52,34,W+1.0,26.207,4000
2023-05-24 14:48:20,52,W+1.0,26.2616,4000
2023-05-24 14:48:49,52,W+1.0,26.3483,4000
2023-05-24 14:49:16,47,B+1.0,26.3106,4000
2023-05-24 14:49:43,49,B+1.0,26.1929,4000
2023-05-24 14:50:22,69,B+1.0,26.2388,4000
2023-05-24 14:50:44,38,W+1.0,26.2191,4000
2023-05-24 14:51:15,58,W+1.0,26.2973,4000
2023-05-24 14:51:47,58,W+1.0,26.2923,4000
2023-05-24 14:52:23,63,B+1.0,26.4359,4000
2023-05-24 14:52:50,49,B+1.0,26.4838,4000
2023-05-24 14:53:17,47,B+1.0,26.3699,4000
2023-05-24 14:53:43,47,B+1.0,26.2801,4000
2023-05-24 14:54:14,53,B+1.0,26.3815,4000
2023-05-24 14:54:41,49,B+1.0,26.3879,4000
2023-05-24 14:55:10,57,B+1.0,26.3216,4000
2023-05-24 14:55:30,38,W+1.0,26.2616,4000
2023-05-24 14:55:46,31,B+1.0,26.1698,4000
2023-05-24 14:56:05,33,B+1.0,26.1494,4000
2023-05-24 14:56:39,66,W+1.0,26.3668,4000
2023-05-24 14:57:08,53,B+1.0,26.3938,4000
2023-05-24 14:57:31,43,B+1.0,26.4931,4000
2023-05-24 14:57:55,44,W+1.0,26.3782,4000
2023-05-24 14:58:19,43,B+1.0,26.3314,4000
2023-05-24 14:58:44,45,B+1.0,26.3339,4000
2023-05-24 14:59:11,51,B+1.0,26.4027,4000
2023-05-24 14:59:32,42,W+1.0,26.3136,4000
2023-05-24 15:00:02,52,W+1.0,26.1839,4000
2023-05-24 15:00:28,48,W+1.0,26.0727,4000
2023-05-24 15:00:52,43,B+1.0,26.1621,4000
2023-05-24 15:01:13,37,B+1.0,26.0315,4000
2023-05-24 15:01:32,37,B+1.0,26.0173,4000
2023-05-24 15:01:51,34,W+1.0,26.0134,4000
2023-05-24 15:02:14,40,W+1.0,26.0278,4000
2023-05-24 15:02:34,37,B+1.0,25.9834,4000
2023-05-24 15:03:09,62,W+1.0,26.0811,4000
2023-05-24 15:03:41,57,B+1.0,26.1048,4000
2023-05-24 15:03:55,24,W+1.0,25.9444,4000
2023-05-24 15:04:19,45,B+1.0,25.9834,4000
2023-05-24 15:04:47,50,W+1.0,26.0034,4000
2023-05-24 15:06:13,44,W+1.0,26.1703,5000
2023-05-24 15:06:40,46,W+1.0,26.3241,5000
2023-05-24 15:07:04,45,B+1.0,26.3753,5000
2023-05-24 15:07:27,40,W+1.0,26.3514,5000
2023-05-24 15:07:42,27,B+1.0,26.1518,5000
2023-05-24 15:08:08,48,W+1.0,26.0815,5000
2023-05-24 15:08:26,34,W+1.0,26.039,5000
2023-05-24 15:08:57,61,B+1.0,26.19,5000
2023-05-24 15:09:17,37,B+1.0,26.0933,5000
2023-05-24 15:09:33,31,B+1.0,25.9351,5000
2023-05-24 15:09:55,44,W+1.0,25.8936,5000
2023-05-24 15:10:25,56,W+1.0,25.8587,5000
2023-05-24 15:10:50,47,B+1.0,25.7854,5000
2023-05-24 15:11:17,50,W+1.0,25.7866,5000
2023-05-24 15:11:35,33,B+1.0,25.7281,5000
2023-05-24 15:12:10,64,W+1.0,25.7701,5000
2023-05-24 15:12:23,24,W+1.0,25.5818,5000
2023-05-24 15:12:49,50,W+1.0,25.5714,5000
2023-05-24 15:13:11,45,B+1.0,25.4766,5000
2023-05-24 15:13:31,37,B+1.0,25.4773,5000
2023-05-24 15:13:50,37,B+1.0,25.3664,5000
2023-05-24 15:14:11,42,W+1.0,25.284,5000
2023-05-24 15:14:32,40,W+1.0,25.3574,5000
2023-05-24 15:14:55,49,B+1.0,25.3184,5000
2023-05-24 15:15:23,53,B+1.0,25.2524,5000
2023-05-24 15:15:42,36,W+1.0,25.1413,5000
2023-05-24 15:16:16,65,B+1.0,25.2934,5000
2023-05-24 15:16:37,41,B+1.0,25.2827,5000
2023-05-24 15:17:00,45,B+1.0,25.2922,5000
2023-05-24 15:17:25,47,B+1.0,25.2115,5000
2023-05-24 15:17:38,26,W+1.0,25.1264,5000
2023-05-24 15:18:05,53,B+1.0,25.1557,5000
2023-05-24 15:18:25,39,B+1.0,25.2762,5000
2023-05-24 15:18:44,41,B+1.0,25.2621,5000
2023-05-24 15:19:08,49,B+1.0,25.1674,5000
