datetime,training_steps,policy_loss,value_loss,learning_rate,total_games,total_samples
2023-05-24 13:44:09,200,5.129679203033447,1.0017127990722656,0.01,5000,241677
2023-05-24 13:44:17,400,5.129616737365723,0.9977194666862488,0.01,5000,241677
2023-05-24 13:44:25,600,5.130165100097656,1.0007325410842896,0.01,5000,241677
2023-05-24 13:44:32,800,5.129032135009766,0.9916069507598877,0.01,5000,241677
2023-05-24 13:44:39,1000,5.129598617553711,0.9808953404426575,0.01,5000,241677
2023-05-24 14:05:27,1200,5.130117416381836,1.0059406757354736,0.01,10000,487212
2023-05-24 14:05:35,1400,5.12790060043335,0.9907179474830627,0.01,10000,487212
2023-05-24 14:05:42,1600,5.126623153686523,0.996746838092804,0.01,10000,487212
2023-05-24 14:05:49,1800,5.126736640930176,0.9874649047851562,0.01,10000,487212
2023-05-24 14:05:57,2000,5.129810333251953,0.9760074019432068,0.01,10000,487212
2023-05-24 14:25:58,2200,5.127010345458984,0.9819304943084717,0.01,15000,732638
2023-05-24 14:26:05,2400,5.117323875427246,0.9942857027053833,0.01,15000,732638
2023-05-24 14:26:13,2600,5.130486488342285,0.9988582134246826,0.01,15000,732638
2023-05-24 14:26:20,2800,5.127680778503418,0.9732227921485901,0.01,15000,732638
2023-05-24 14:26:28,3000,5.126398086547852,0.9675218462944031,0.01,15000,732638
2023-05-24 14:45:57,3200,5.127062797546387,0.9976580739021301,0.01,20000,972282
2023-05-24 14:46:05,3400,5.1180009841918945,0.9530986547470093,0.01,20000,972282
2023-05-24 14:46:13,3600,5.116611003875732,0.9875263571739197,0.01,20000,972282
2023-05-24 14:46:20,3800,5.116725921630859,0.9853194952011108,0.01,20000,972282
2023-05-24 14:46:28,4000,5.127241611480713,0.9755467176437378,0.01,20000,972282
2023-05-24 15:05:17,4200,5.129242897033691,1.0120271444320679,0.01,25000,1207242
2023-05-24 15:05:25,4400,5.115104675292969,0.981147289276123,0.01,25000,1207242
2023-05-24 15:05:32,4600,5.109114646911621,0.9835737347602844,0.01,25000,1207242
2023-05-24 15:05:40,4800,5.113812446594238,0.9889097213745117,0.01,25000,1207242
2023-05-24 15:05:47,5000,5.127006530761719,1.0061300992965698,0.01,25000,1207242
2023-05-24 15:24:30,5200,5.1305251121521,0.9678744077682495,0.01,30000,1437112
2023-05-24 15:24:38,5400,5.10300874710083,1.0213193893432617,0.01,30000,1437112
2023-05-24 15:24:45,5600,5.11231803894043,0.9783262610435486,0.01,30000,1437112
2023-05-24 15:24:52,5800,5.1307759284973145,0.9964140057563782,0.01,30000,1437112
