datetime,game_length,game_result,time_per_game,training_steps
2023-05-24 13:25:22,30,W+1.0,13.0879,0
2023-05-24 13:25:41,43,B+1.0,15.6953,0
2023-05-24 13:25:58,41,B+1.0,16.0889,0
2023-05-24 13:26:10,31,B+1.0,15.1799,0
2023-05-24 13:26:43,50,W+1.0,18.6918,0
2023-05-24 13:27:15,50,W+1.0,20.8955,0
2023-05-24 13:27:59,66,W+1.0,24.2885,0
2023-05-24 13:28:38,53,B+1.0,26.0216,0
2023-05-24 13:28:53,23,B+1.0,24.8576,0
2023-05-24 13:29:21,41,B+1.0,25.2006,0
2023-05-24 13:30:19,78,W+1.0,28.1201,0
2023-05-24 13:31:02,63,B+1.0,29.3608,0
2023-05-24 13:31:44,62,W+1.0,30.3911,0
2023-05-24 13:32:33,70,W+1.0,31.6889,0
2023-05-24 13:33:11,56,W+1.0,32.094,0
2023-05-24 13:33:52,61,B+1.0,32.6663,0
2023-05-24 13:34:13,33,B+1.0,31.9867,0
2023-05-24 13:34:32,30,W+1.0,31.2812,0
2023-05-24 13:35:27,77,B+1.0,32.5259,0
2023-05-24 13:35:59,53,B+1.0,32.4902,0
2023-05-24 13:36:16,27,B+1.0,31.7491,0
2023-05-24 13:36:58,57,B+1.0,32.2073,0
2023-05-24 13:37:09,26,W+1.0,31.2756,0
2023-05-24 13:37:32,54,W+1.0,30.938,0
2023-05-24 13:38:04,64,W+1.0,30.969,0
2023-05-24 13:38:19,32,W+1.0,30.3522,0
2023-05-24 13:38:43,56,W+1.0,30.1287,0
2023-05-24 13:39:03,47,B+1.0,29.7856,0
2023-05-24 13:39:19,37,B+1.0,29.3091,0
2023-05-24 13:39:41,54,W+1.0,29.0618,0
2023-05-24 13:40:07,55,B+1.0,28.9593,0
2023-05-24 13:40:21,35,B+1.0,28.4968,0
2023-05-24 13:40:53,74,W+1.0,28.5992,0
2023-05-24 13:41:13,47,B+1.0,28.3449,0
2023-05-24 13:41:30,42,W+1.0,28.0172,0
2023-05-24 13:41:49,49,B+1.0,27.7773,0
2023-05-24 13:42:08,45,B+1.0,27.5195,0
2023-05-24 13:42:27,42,W+1.0,27.302,0
2023-05-24 13:43:04,80,W+1.0,27.5576,0
2023-05-24 13:43:26,54,W+1.0,27.4174,0
2023-05-24 13:43:43,40,W+1.0,27.1677,0
2023-05-24 13:45:24,73,B+1.0,27.2096,1000
2023-05-24 13:46:01,60,W+1.0,27.4249,1000
2023-05-24 13:46:37,61,B+1.0,27.6228,1000
2023-05-24 13:47:08,54,W+1.0,27.6933,1000
2023-05-24 13:47:31,41,B+1.0,27.5929,1000
2023-05-24 13:47:59,54,W+1.0,27.6109,1000
2023-05-24 13:48:27,49,B+1.0,27.6142,1000
2023-05-24 13:48:40,23,B+1.0,27.3198,1000
2023-05-24 13:49:17,59,B+1.0,27.5018,1000
2023-05-24 13:49:37,37,B+1.0,27.3554,1000
2023-05-24 13:50:09,60,W+1.0,27.4481,1000
2023-05-24 13:50:33,44,W+1.0,27.3817,1000
2023-05-24 13:50:47,28,W+1.0,27.1432,1000
2023-05-24 13:51:09,41,B+1.0,27.0577,1000
2023-05-24 13:51:29,38,W+1.0,26.935,1000
2023-05-24 13:51:44,29,B+1.0,26.7302,1000
2023-05-24 13:52:27,75,B+1.0,27.0038,1000
2023-05-24 13:52:59,61,B+1.0,27.086,1000
2023-05-24 13:53:19,36,W+1.0,26.9624,1000
2023-05-24 13:53:33,27,B+1.0,26.7568,1000
2023-05-24 13:54:03,54,W+1.0,26.8162,1000
2023-05-24 13:54:32,55,B+1.0,26.8359,1000
2023-05-24 13:55:04,60,W+1.0,26.9221,1000
2023-05-24 13:55:21,34,W+1.0,26.7778,1000
2023-05-24 13:56:06,77,B+1.0,27.0372,1000
2023-05-24 13:56:47,74,W+1.0,27.2478,1000
2023-05-24 13:57:12,46,W+1.0,27.2141,1000
2023-05-24 13:57:38,48,W+1.0,27.1982,1000
2023-05-24 13:58:00,41,B+1.0,27.1271,1000
2023-05-24 13:58:25,47,B+1.0,27.0948,1000
2023-05-24 13:58:46,38,W+1.0,27.0077,1000
2023-05-24 13:59:04,34,W+1.0,26.885,1000
2023-05-24 13:59:32,50,W+1.0,26.9002,1000
2023-05-24 14:00:03,57,B+1.0,26.9606,1000
2023-05-24 14:00:24,41,B+1.0,26.8868,1000
2023-05-24 14:00:47,41,B+1.0,26.8284,1000
2023-05-24 14:01:12,47,B+1.0,26.8137,1000
2023-05-24 14:01:35,42,W+1.0,26.7664,1000
2023-05-24 14:01:56,36,W+1.0,26.6847,1000
2023-05-24 14:02:22,47,B+1.0,26.679,1000
2023-05-24 14:02:56,61,B+1.0,26.7759,1000
2023-05-24 14:03:19,40,W+1.0,26.727,1000
2023-05-24 14:03:50,53,B+1.0,26.7744,1000
2023-05-24 14:04:15,44,W+1.0,26.7582,1000
2023-05-24 14:04:35,35,B+1.0,26.6825,1000
2023-05-24 14:04:48,25,B+1.0,26.5248,1000
2023-05-24 14:06:27,54,W+1.0,26.6431,2000
2023-05-24 14:06:54,50,W+1.0,26.648,2000
2023-05-24 14:07:26,57,B+1.0,26.6997,2000
2023-05-24 14:08:05,72,W+1.0,26.8362,2000
2023-05-24 14:08:37,56,W+1.0,26.8908,2000
2023-05-24 14:09:12,60,W+1.0,26.9771,2000
2023-05-24 14:09:38,51,B+1.0,26.9656,2000
2023-05-24 14:10:05,56,W+1.0,26.9707,2000
2023-05-24 14:10:31,48,W+1.0,26.9559,2000
2023-05-24 14:10:56,49,B+1.0,26.935,2000
2023-05-24 14:11:17,39,B+1.0,26.8745,2000
2023-05-24 14:11:37,39,B+1.0,26.9487,2000
2023-05-24 14:12:07,56,W+1.0,27.0647,2000
2023-05-24 14:12:26,36,W+1.0,27.085,2000
2023-05-24 14:12:58,60,W+1.0,27.2836,2000
2023-05-24 14:13:41,74,W+1.0,27.3809,2000
2023-05-24 14:14:11,52,W+1.0,27.3604,2000
2023-05-24 14:14:26,28,W+1.0,27.067,2000
2023-05-24 14:14:57,55,B+1.0,27.0007,2000
2023-05-24 14:15:29,58,W+1.0,27.1592,2000
2023-05-24 14:15:55,50,W+1.0,27.1353,2000
2023-05-24 14:16:30,67,B+1.0,26.917,2000
2023-05-24 14:17:04,60,W+1.0,26.8288,2000
2023-05-24 14:17:33,51,B+1.0,26.6892,2000
2023-05-24 14:18:02,50,W+1.0,26.4933,2000
2023-05-24 14:18:39,67,B+1.0,26.4797,2000
2023-05-24 14:19:06,47,B+1.0,26.3374,2000
2023-05-24 14:19:35,53,B+1.0,26.42,2000
2023-05-24 14:20:10,61,B+1.0,26.5798,2000
2023-05-24 14:20:40,50,W+1.0,26.3288,2000
2023-05-24 14:20:58,33,B+1.0,26.193,2000
2023-05-24 14:21:38,69,B+1.0,26.4185,2000
2023-05-24 14:21:44,11,B+1.0,26.0578,2000
2023-05-24 14:22:17,56,W+1.0,26.2821,2000
2023-05-24 14:22:54,65,B+1.0,26.4256,2000
2023-05-24 14:23:09,26,W+1.0,26.2522,2000
2023-05-24 14:23:39,54,W+1.0,26.402,2000
2023-05-24 14:24:15,64,W+1.0,26.5201,2000
2023-05-24 14:24:33,33,B+1.0,26.4964,2000
2023-05-24 14:25:10,65,B+1.0,26.7075,2000
2023-05-24 14:26:44,27,B+1.0,26.632,3000
2023-05-24 14:26:59,26,W+1.0,26.6413,3000
2023-05-24 14:27:28,53,B+1.0,26.6136,3000
2023-05-24 14:28:19,84,W+1.0,26.9206,3000
2023-05-24 14:28:34,28,W+1.0,26.9036,3000
2023-05-24 14:29:02,48,W+1.0,26.993,3000
2023-05-24 14:29:20,31,B+1.0,26.9836,3000
2023-05-24 14:29:56,59,B+1.0,27.1559,3000
2023-05-24 14:30:25,50,W+1.0,27.0718,3000
2023-05-24 14:31:01,62,W+1.0,27.215,3000
2023-05-24 14:31:24,40,W+1.0,27.2661,3000
