datetime,game_length,game_result,time_per_game,training_steps
2023-05-24 13:25:11,38,W+1.0,11.818,0
2023-05-24 13:25:23,40,W+1.0,11.9198,0
2023-05-24 13:25:32,27,B+1.0,10.9381,0
2023-05-24 13:25:44,38,W+1.0,11.2401,0
2023-05-24 13:26:02,55,B+1.0,12.6627,0
2023-05-24 13:26:16,42,W+1.0,12.8069,0
2023-05-24 13:26:35,57,B+1.0,13.6544,0
2023-05-24 13:26:44,28,W+1.0,13.137,0
2023-05-24 13:26:59,42,W+1.0,13.2895,0
2023-05-24 13:27:15,46,W+1.0,13.5985,0
2023-05-24 13:27:26,33,B+1.0,13.3773,0
2023-05-24 13:27:37,35,B+1.0,13.1354,0
2023-05-24 13:27:57,57,B+1.0,13.6775,0
2023-05-24 13:28:13,45,B+1.0,13.8569,0
2023-05-24 13:28:33,58,W+1.0,14.2857,0
2023-05-24 13:28:45,33,B+1.0,14.1408,0
2023-05-24 13:29:04,54,W+1.0,14.4166,0
2023-05-24 13:29:19,45,B+1.0,14.4709,0
2023-05-24 13:29:39,55,B+1.0,14.7564,0
2023-05-24 13:29:46,21,B+1.0,14.3289,0
2023-05-24 13:30:06,54,W+1.0,14.5982,0
2023-05-24 13:30:27,59,B+1.0,14.9105,0
2023-05-24 13:30:45,48,W+1.0,15.0349,0
2023-05-24 13:30:56,34,W+1.0,14.8901,0
2023-05-24 13:31:14,54,W+1.0,15.0056,0
2023-05-24 13:31:23,24,W+1.0,14.7543,0
2023-05-24 13:31:36,44,W+1.0,14.7175,0
2023-05-24 13:31:55,55,B+1.0,14.8401,0
2023-05-24 13:32:17,62,W+1.0,15.0934,0
2023-05-24 13:32:31,44,W+1.0,15.0745,0
2023-05-24 13:32:39,23,B+1.0,14.8285,0
2023-05-24 13:32:56,47,B+1.0,14.9014,0
2023-05-24 13:33:16,59,B+1.0,15.0733,0
2023-05-24 13:33:32,46,W+1.0,15.0932,0
2023-05-24 13:33:46,40,W+1.0,15.0537,0
2023-05-24 13:33:56,29,B+1.0,14.9065,0
2023-05-24 13:34:24,83,B+1.0,15.2792,0
2023-05-24 13:34:35,30,W+1.0,15.1506,0
2023-05-24 13:34:51,50,W+1.0,15.1842,0
2023-05-24 13:35:06,41,B+1.0,15.1665,0
2023-05-24 13:35:21,46,W+1.0,15.1743,0
2023-05-24 13:35:37,49,B+1.0,15.1986,0
2023-05-24 13:35:50,41,B+1.0,15.1467,0
2023-05-24 13:35:58,23,B+1.0,14.9811,0
2023-05-24 13:36:09,33,B+1.0,14.8807,0
2023-05-24 13:36:22,41,B+1.0,14.8389,0
2023-05-24 13:36:37,45,B+1.0,14.8469,0
2023-05-24 13:36:46,29,B+1.0,14.7379,0
2023-05-24 13:37:06,54,W+1.0,14.8369,0
2023-05-24 13:37:36,82,W+1.0,15.1311,0
2023-05-24 13:38:01,67,B+1.0,15.3335,0
2023-05-24 13:38:14,41,B+1.0,15.2956,0
2023-05-24 13:38:25,34,W+1.0,15.2075,0
2023-05-24 13:38:37,36,W+1.0,15.1445,0
2023-05-24 13:38:51,36,W+1.0,15.1205,0
2023-05-24 13:39:14,64,W+1.0,15.2611,0
2023-05-24 13:39:30,45,B+1.0,15.2709,0
2023-05-24 13:39:45,45,B+1.0,15.2736,0
2023-05-24 13:40:06,62,W+1.0,15.3749,0
2023-05-24 13:40:16,28,W+1.0,15.28,0
2023-05-24 13:40:27,31,B+1.0,15.2057,0
2023-05-24 13:40:48,62,W+1.0,15.2997,0
2023-05-24 13:41:10,67,B+1.0,15.4182,0
2023-05-24 13:41:26,46,W+1.0,15.4185,0
2023-05-24 13:41:40,41,B+1.0,15.3945,0
2023-05-24 13:41:54,42,W+1.0,15.381,0
2023-05-24 13:42:11,49,B+1.0,15.3968,0
2023-05-24 13:42:27,46,W+1.0,15.411,0
2023-05-24 13:42:36,31,B+1.0,15.3246,0
2023-05-24 13:42:48,34,W+1.0,15.2708,0
2023-05-24 13:43:02,40,W+1.0,15.2552,0
2023-05-24 13:43:12,28,W+1.0,15.1729,0
2023-05-24 13:43:31,55,B+1.0,15.227,0
2023-05-24 13:43:48,47,B+1.0,15.2526,0
2023-05-24 13:45:04,43,B+1.0,15.2481,1000
2023-05-24 13:45:35,57,B+1.0,15.4594,1000
2023-05-24 13:45:52,31,B+1.0,15.4746,1000
2023-05-24 13:46:14,42,W+1.0,15.5601,1000
2023-05-24 13:46:48,59,B+1.0,15.7943,1000
2023-05-24 13:47:11,42,W+1.0,15.8758,1000
2023-05-24 13:47:40,52,W+1.0,16.04,1000
2023-05-24 13:47:55,29,B+1.0,16.026,1000
2023-05-24 13:48:17,42,W+1.0,16.1013,1000
2023-05-24 13:48:49,59,B+1.0,16.2861,1000
2023-05-24 13:49:17,50,W+1.0,16.4214,1000
2023-05-24 13:49:34,31,B+1.0,16.4243,1000
2023-05-24 13:49:54,38,W+1.0,16.471,1000
2023-05-24 13:50:18,43,B+1.0,16.5489,1000
2023-05-24 13:50:51,62,W+1.0,16.7324,1000
2023-05-24 13:51:31,73,B+1.0,16.9851,1000
2023-05-24 13:51:59,51,B+1.0,17.1088,1000
2023-05-24 13:52:34,60,W+1.0,17.3022,1000
2023-05-24 13:53:01,50,W+1.0,17.406,1000
2023-05-24 13:53:31,50,W+1.0,17.536,1000
2023-05-24 13:53:57,45,B+1.0,17.6228,1000
2023-05-24 13:54:30,59,B+1.0,17.7846,1000
2023-05-24 13:54:57,48,W+1.0,17.8748,1000
2023-05-24 13:55:11,25,B+1.0,17.8384,1000
2023-05-24 13:55:34,39,B+1.0,17.887,1000
2023-05-24 13:56:02,49,B+1.0,18.0559,1000
2023-05-24 13:56:29,49,B+1.0,18.2068,1000
2023-05-24 13:56:51,39,B+1.0,18.337,1000
2023-05-24 13:57:08,30,W+1.0,18.3788,1000
2023-05-24 13:57:45,63,B+1.0,18.5674,1000
2023-05-24 13:58:09,43,B+1.0,18.6689,1000
2023-05-24 13:58:22,24,W+1.0,18.6129,1000
2023-05-24 13:58:50,50,W+1.0,18.7991,1000
2023-05-24 13:59:19,52,W+1.0,18.9415,1000
2023-05-24 13:59:46,49,B+1.0,19.0493,1000
2023-05-24 14:00:08,39,B+1.0,19.1569,1000
2023-05-24 14:00:21,25,B+1.0,19.1839,1000
2023-05-24 14:00:55,59,B+1.0,19.3236,1000
2023-05-24 14:01:37,74,W+1.0,19.5757,1000
2023-05-24 14:02:07,53,B+1.0,19.6755,1000
2023-05-24 14:02:28,38,W+1.0,19.7643,1000
2023-05-24 14:02:54,49,B+1.0,19.8353,1000
