datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2023-05-24 04:33:07,101,W+7.5,4,True,False,False,,-1,61.7765,0
2023-05-24 04:33:35,56,W+8.5,2,True,False,False,,-1,44.8882,0
2023-05-24 04:35:01,140,B+20.5,7,True,False,False,,-1,58.3921,0
2023-05-24 04:35:56,105,B+12.5,3,True,False,False,,-1,57.563,0
2023-05-24 04:37:03,110,B+15.5,4,True,False,False,,-1,59.5398,0
2023-05-24 04:37:43,67,B+3.5,2,True,False,False,,-1,56.1562,0
2023-05-24 04:38:23,74,W+7.5,3,True,False,False,,-1,53.9214,0
2023-05-24 04:39:01,68,W+3.5,2,True,False,False,,-1,51.9073,0
2023-05-24 04:39:45,76,W+0.5,4,True,False,False,,-1,51.0904,0
2023-05-24 04:40:47,107,B+1.5,4,True,False,False,,-1,52.0997,0
2023-05-24 04:41:32,87,B+3.5,3,True,False,False,,-1,51.4447,0
2023-05-24 04:42:26,100,W+10.5,3,True,False,False,,-1,51.7246,0
2023-05-24 04:43:02,85,B+3.5,3,True,False,False,,-1,50.5091,0
2023-05-24 04:43:42,93,B+9.5,5,True,False,False,,-1,49.755,0
2023-05-24 04:44:15,74,W+13.5,2,True,False,False,,-1,48.6466,0
2023-05-24 04:45:23,117,B+40.5,4,True,False,False,,-1,49.8592,0
2023-05-24 04:45:37,42,W+9.5,2,True,False,False,,-1,47.7159,0
2023-05-24 04:46:30,91,B+0.5,3,True,False,False,,-1,48.0164,0
2023-05-24 04:47:16,84,W+5.5,5,True,False,False,,-1,47.9268,0
2023-05-24 04:48:36,126,B+0.5,10,True,False,False,,-1,49.5173,0
2023-05-24 04:49:43,103,W+17.5,5,True,False,False,,-1,50.3621,0
2023-05-24 04:49:52,22,W+7.5,2,True,False,False,,-1,48.4595,0
2023-05-24 04:50:40,106,B+7.5,7,True,False,False,,-1,48.4269,0
