datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2023-05-24 04:32:32,86,W+2.5,5,True,False,False,,-1,33.3352,0
2023-05-24 04:33:07,83,B+1.5,4,True,False,False,,-1,33.9307,0
2023-05-24 04:33:28,58,W+7.5,2,True,False,False,,-1,29.6773,0
2023-05-24 04:34:04,83,W+21.5,2,True,False,False,,-1,31.1686,0
2023-05-24 04:34:40,96,W+3.5,6,True,False,False,,-1,32.2675,0
2023-05-24 04:35:18,91,B+2.5,3,True,False,False,,-1,33.2316,0
2023-05-24 04:35:57,101,B+14.5,4,True,False,False,,-1,33.9633,0
2023-05-24 04:37:02,162,B+15.5,4,True,False,False,,-1,37.8612,0
2023-05-24 04:37:22,53,B+2.5,2,True,False,False,,-1,35.8467,0
2023-05-24 04:37:52,68,W+10.5,2,True,False,False,,-1,35.2904,0
2023-05-24 04:38:26,87,B+12.5,4,True,False,False,,-1,35.2367,0
2023-05-24 04:38:58,88,W+9.5,2,True,False,False,,-1,34.9242,0
2023-05-24 04:39:30,78,W+3.5,4,True,False,False,,-1,34.7088,0
2023-05-24 04:40:27,138,W+42.5,4,True,False,False,,-1,36.2768,0
2023-05-24 04:41:07,101,B+62.5,3,True,False,False,,-1,36.5269,0
2023-05-24 04:41:47,104,W+11.5,7,True,False,False,,-1,36.7497,0
2023-05-24 04:42:34,119,B+22.5,8,True,False,False,,-1,37.3516,0
2023-05-24 04:43:11,96,W+4.5,7,True,False,False,,-1,37.343,0
2023-05-24 04:43:51,108,W+9.5,4,True,False,False,,-1,37.4612,0
2023-05-24 04:44:17,66,W+6.5,2,True,False,False,,-1,36.9096,0
2023-05-24 04:45:07,119,B+32.5,5,True,False,False,,-1,37.5136,0
2023-05-24 04:45:46,100,W+8.5,6,True,False,False,,-1,37.5844,0
2023-05-24 04:46:29,105,B+19.5,4,True,False,False,,-1,37.8416,0
2023-05-24 04:47:11,119,B+0.5,7,True,False,False,,-1,37.9835,0
2023-05-24 04:47:57,119,B+34.5,4,True,False,False,,-1,38.3205,0
2023-05-24 04:48:35,102,W+8.5,5,True,False,False,,-1,38.319,0
2023-05-24 04:49:11,86,W+12.5,3,True,False,False,,-1,38.2157,0
2023-05-24 04:49:46,94,W+20.5,2,True,False,False,,-1,38.1177,0
2023-05-24 04:50:18,83,B+5.5,4,True,False,False,,-1,37.9102,0
2023-05-24 04:50:51,89,W+3.5,4,True,False,False,,-1,37.7384,0
2023-05-24 04:51:29,103,W+20.5,8,True,False,False,,-1,37.7418,0
2023-05-24 04:51:57,90,W+5.5,4,True,False,False,,-1,37.4394,0
2023-05-24 04:52:23,84,W+7.5,4,True,False,False,,-1,37.0991,0
2023-05-24 04:52:57,93,B+3.5,2,True,False,False,,-1,37.0104,0
2023-05-24 04:53:48,131,B+29.5,9,True,False,False,,-1,37.396,0
2023-05-24 04:54:16,74,W+14.5,2,True,False,False,,-1,37.1445,0
2023-05-24 04:54:44,92,W+12.5,3,True,False,False,,-1,36.9039,0
2023-05-24 04:55:29,133,B+37.5,6,True,False,False,,-1,37.1033,0
2023-05-24 04:55:46,50,W+9.5,2,True,False,False,,-1,36.5871,0
2023-05-24 04:56:26,113,B+13.5,5,True,False,False,,-1,36.6766,0
2023-05-24 04:57:19,148,W+52.5,8,True,False,False,,-1,37.0632,0
2023-05-24 04:58:09,138,W+49.5,9,True,False,False,,-1,37.3807,0
2023-05-24 04:59:01,123,B+23.5,7,True,False,False,,-1,37.7111,0
2023-05-24 04:59:39,95,B+12.5,3,True,False,False,,-1,37.7317,0
2023-05-24 05:00:28,117,B+30.5,5,True,False,False,,-1,37.9793,0
2023-05-24 05:01:16,127,B+8.5,6,True,False,False,,-1,38.1992,0
2023-05-24 05:01:59,104,W+52.5,7,True,False,False,,-1,38.3006,0
