datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2023-05-24 04:32:05,52,B+R,0,False,False,False,W,-0.85,13.8136,0
2023-05-24 04:32:52,118,W+41.5,2,True,False,False,,-1,30.1394,0
2023-05-24 04:33:53,161,B+44.5,6,True,False,False,,-1,40.3952,0
2023-05-24 04:34:54,156,B+33.5,6,True,False,False,,-1,45.634,0
2023-05-24 04:35:39,127,W+50.5,3,True,False,False,,-1,45.5119,0
2023-05-24 04:36:22,125,W+28.5,5,True,False,False,,-1,45.1035,0
2023-05-24 04:36:50,66,W+10.5,2,True,False,False,,-1,42.6025,0
2023-05-24 04:37:42,151,B+39.5,5,True,False,False,,-1,43.8804,0
2023-05-24 04:38:33,135,B+6.5,4,True,False,False,,-1,44.5828,0
2023-05-24 04:38:54,62,W+10.5,2,True,False,False,,-1,42.2468,0
2023-05-24 04:39:33,100,W+16.5,3,True,False,False,,-1,41.9818,0
2023-05-24 04:40:17,112,B+1.5,4,True,False,False,,-1,42.1587,0
2023-05-24 04:41:09,124,W+62.5,3,True,False,False,,-1,42.8639,0
2023-05-24 04:41:48,105,B+4.5,2,True,False,False,,-1,42.5811,0
2023-05-24 04:42:23,96,B+2.5,3,True,False,False,,-1,42.1218,0
2023-05-24 04:43:11,116,W+47.5,2,True,False,False,,-1,42.4592,0
2023-05-24 04:43:58,143,B+36.5,8,True,False,False,,-1,42.7448,0
2023-05-24 04:44:41,107,B+2.5,3,True,False,False,,-1,42.7371,0
2023-05-24 04:45:34,153,W+55.5,8,True,False,False,,-1,43.2742,0
2023-05-24 04:46:31,155,W+54.5,5,True,False,False,,-1,43.9904,0
2023-05-24 04:47:31,149,B+37.5,5,True,False,False,,-1,44.7465,0
2023-05-24 04:48:33,162,B+25.5,6,True,False,False,,-1,45.525,0
2023-05-24 04:49:15,106,W+34.5,2,True,False,False,,-1,45.3569,0
2023-05-24 04:50:03,133,W+40.5,6,True,False,False,,-1,45.4916,0
2023-05-24 04:50:55,158,B+55.5,3,True,False,False,,-1,45.7227,0
2023-05-24 04:51:23,82,W+3.5,2,True,False,False,,-1,45.0703,0
2023-05-24 04:52:15,130,B+36.5,5,True,False,False,,-1,45.3012,0
2023-05-24 04:53:19,162,W+42.5,2,True,False,False,,-1,45.996,0
2023-05-24 04:54:01,109,B+18.5,2,True,False,False,,-1,45.8577,0
2023-05-24 04:54:36,97,W+5.5,2,True,False,False,,-1,45.4842,0
2023-05-24 04:55:38,162,W+48.5,2,True,False,False,,-1,46.0185,0
2023-05-24 04:56:15,115,B+6.5,2,True,False,False,,-1,45.7413,0
2023-05-24 04:56:56,106,W+2.5,4,True,False,False,,-1,45.5923,0
2023-05-24 04:57:31,101,W+25.5,2,True,False,False,,-1,45.2762,0
2023-05-24 04:58:30,158,B+36.5,7,True,False,False,,-1,45.6795,0
2023-05-24 04:59:32,159,B+38.5,6,True,False,False,,-1,46.1162,0
2023-05-24 04:59:59,66,W+6.5,2,True,False,False,,-1,45.6023,0
2023-05-24 05:00:27,89,W+8.5,3,True,False,False,,-1,45.1555,0
2023-05-24 05:01:05,100,B+14.5,3,True,False,False,,-1,44.9485,0
2023-05-24 05:01:37,83,B+4.5,2,True,False,False,,-1,44.6484,0
2023-05-24 05:02:17,109,W+12.5,5,True,False,False,,-1,44.5194,0
2023-05-24 05:03:16,162,W+65.5,5,True,False,False,,-1,44.8572,0
2023-05-24 05:03:55,105,B+25.5,2,True,False,False,,-1,44.7229,0
2023-05-24 05:04:54,155,W+72.5,4,True,False,False,,-1,45.0656,0
2023-05-24 05:05:53,162,W+48.5,7,True,False,False,,-1,45.3564,0
2023-05-24 05:06:41,125,B+33.5,2,True,False,False,,-1,45.4317,0
2023-05-24 05:07:35,139,B+34.5,7,True,False,False,,-1,45.5967,0
2023-05-24 05:08:23,108,W+38.5,2,True,False,False,,-1,45.6594,0
2023-05-24 05:09:12,123,B+46.5,2,True,False,False,,-1,45.7239,0
2023-05-24 05:09:37,76,W+10.5,2,True,False,False,,-1,45.3189,0
2023-05-24 05:10:20,104,W+32.5,3,True,False,False,,-1,45.2568,0
2023-05-24 05:10:51,93,B+6.5,3,True,False,False,,-1,44.99,0
2023-05-24 05:11:39,118,W+49.5,2,True,False,False,,-1,45.0531,0
2023-05-24 05:12:21,110,B+13.5,3,True,False,False,,-1,44.9905,0
2023-05-24 05:13:15,143,B+47.5,4,True,False,False,,-1,45.1499,0
2023-05-24 05:13:50,113,B+7.5,3,True,False,False,,-1,44.9705,0
2023-05-24 05:14:21,106,W+51.5,2,True,False,False,,-1,44.7258,0
2023-05-24 05:14:53,114,W+4.5,4,True,False,False,,-1,44.4989,0
2023-05-24 05:15:23,97,W+1.5,3,True,False,False,,-1,44.2697,0
2023-05-24 05:15:50,102,B+1.5,3,True,False,False,,-1,43.9656,0
2023-05-24 05:16:20,86,W+10.5,3,True,False,False,,-1,43.7408,0
2023-05-24 05:17:03,117,B+1.5,6,True,False,False,,-1,43.727,0
2023-05-24 05:17:45,129,B+15.5,7,True,False,False,,-1,43.7013,0
2023-05-24 05:18:22,92,W+5.5,2,True,False,False,,-1,43.5929,0
2023-05-24 05:19:03,120,B+13.5,8,True,False,False,,-1,43.556,0
2023-05-24 05:19:55,136,W+51.5,3,True,False,False,,-1,43.6821,0
2023-05-24 05:20:52,162,W+77.5,1,True,False,False,,-1,43.8796,0
2023-05-24 05:21:24,74,W+20.5,2,True,False,False,,-1,43.7092,0
2023-05-24 05:22:25,162,W+69.5,1,True,False,False,,-1,43.9662,0
2023-05-24 05:23:21,146,W+53.5,6,True,False,False,,-1,44.1337,0
2023-05-24 05:24:13,133,B+49.5,4,True,False,False,,-1,44.2399,0
2023-05-24 05:24:51,101,B+22.5,2,True,False,False,,-1,44.1542,0
2023-05-24 05:25:31,122,B+19.5,5,True,False,False,,-1,44.0977,0
2023-05-24 05:26:17,118,W+42.5,3,True,False,False,,-1,44.1211,0
2023-05-24 05:27:05,126,W+2.5,4,True,False,False,,-1,44.1749,0
2023-05-24 05:27:57,120,B+36.5,3,True,False,False,,-1,44.2856,0
2023-05-24 05:28:37,143,B+35.5,2,True,False,False,,-1,44.224,0
2023-05-24 05:29:42,158,B+33.5,9,True,False,False,,-1,44.4979,0
2023-05-24 05:30:15,97,B+3.5,4,True,False,False,,-1,44.3459,0
2023-05-24 05:31:06,125,W+47.5,2,True,False,False,,-1,44.4273,0
2023-05-24 05:31:51,122,W+6.5,3,True,False,False,,-1,44.4316,0
2023-05-24 05:32:26,86,W+16.5,2,True,False,False,,-1,44.327,0
2023-05-24 05:33:29,162,W+79.5,5,True,False,False,,-1,44.5415,0
2023-05-24 05:34:03,96,W+17.5,2,True,False,False,,-1,44.4228,0
2023-05-24 05:34:40,92,W+21.5,2,True,False,False,,-1,44.329,0
2023-05-24 05:35:06,66,W+14.5,2,True,False,False,,-1,44.1171,0
2023-05-24 05:35:50,110,W+22.5,3,True,False,False,,-1,44.1229,0
2023-05-24 05:36:49,150,W+67.5,4,True,False,False,,-1,44.2895,0
2023-05-24 05:37:24,115,W+12.5,3,True,False,False,,-1,44.1794,0
2023-05-24 05:37:52,92,W+6.5,2,True,False,False,,-1,44.0077,0
2023-05-24 05:38:30,96,W+2.5,3,True,False,False,,-1,43.9425,0
2023-05-24 05:39:07,100,W+18.5,6,True,False,False,,-1,43.8622,0
2023-05-24 05:39:54,123,W+2.5,8,True,False,False,,-1,43.8989,0
2023-05-24 05:40:50,155,B+49.5,3,True,False,False,,-1,44.0289,0
2023-05-24 05:41:35,108,W+51.5,3,True,False,False,,-1,44.0345,0
2023-05-24 05:41:50,52,W+3.5,2,True,False,False,,-1,43.7326,0
2023-05-24 05:42:31,120,B+28.5,3,True,False,False,,-1,43.7016,0
2023-05-24 05:43:08,111,W+25.5,4,True,False,False,,-1,43.6395,0
2023-05-24 05:43:46,115,W+23.5,7,True,False,False,,-1,43.5763,0
2023-05-24 05:44:23,100,W+1.5,7,True,False,False,,-1,43.5148,0
2023-05-24 05:45:05,113,W+19.5,4,True,False,False,,-1,43.7943,0
2023-05-24 05:45:58,137,W+48.5,4,True,False,False,,-1,43.8578,0
2023-05-24 05:47:01,162,B+28.5,8,True,False,False,,-1,43.8833,0
2023-05-24 05:47:41,101,B+11.5,3,True,False,False,,-1,43.6632,0
2023-05-24 05:47:51,32,W+5.5,2,True,False,False,,-1,43.3221,0
2023-05-24 05:48:24,87,W+4.5,4,True,False,False,,-1,43.2157,0
2023-05-24 05:49:08,113,W+3.5,5,True,False,False,,-1,43.3769,0
2023-05-24 05:50:10,155,W+52.5,7,True,False,False,,-1,43.468,0
2023-05-24 05:51:07,153,B+36.5,5,True,False,False,,-1,43.5411,0
2023-05-24 05:51:51,111,W+22.5,2,True,False,False,,-1,43.769,0
2023-05-24 05:52:23,107,W+8.5,5,True,False,False,,-1,43.6975,0
2023-05-24 05:52:44,56,W+9.5,2,True,False,False,,-1,43.4619,0
2023-05-24 05:53:04,54,W+5.5,2,True,False,False,,-1,43.151,0
2023-05-24 05:53:38,105,B+0.5,4,True,False,False,,-1,43.0972,0
2023-05-24 05:54:28,151,W+57.5,4,True,False,False,,-1,43.2401,0
2023-05-24 05:55:02,102,W+27.5,2,True,False,False,,-1,43.1139,0
2023-05-24 05:55:37,95,W+2.5,5,True,False,False,,-1,42.9818,0
2023-05-24 05:56:20,124,B+35.5,7,True,False,False,,-1,42.9907,0
2023-05-24 05:57:21,142,W+45.5,2,True,False,False,,-1,43.0747,0
2023-05-24 05:57:58,101,W+34.5,2,True,False,False,,-1,42.8629,0
2023-05-24 05:58:48,140,B+40.5,5,True,False,False,,-1,42.7624,0
2023-05-24 05:59:20,86,W+5.5,2,True,False,False,,-1,42.4676,0
2023-05-24 05:59:58,88,W+20.5,3,True,False,False,,-1,42.4269,0
2023-05-24 06:00:36,84,W+15.5,2,True,False,False,,-1,42.3279,0
2023-05-24 06:01:25,133,W+37.5,4,True,False,False,,-1,42.3026,0
2023-05-24 06:02:00,100,B+4.5,2,True,False,False,,-1,42.3676,0
2023-05-24 06:02:41,133,B+49.5,3,True,False,False,,-1,42.2609,0
2023-05-24 06:03:20,110,W+23.5,8,True,False,False,,-1,41.9987,0
2023-05-24 06:04:22,136,W+54.5,4,True,False,False,,-1,42.2024,0
2023-05-24 06:04:37,44,W+5.5,2,True,False,False,,-1,42.0123,0
2023-05-24 06:05:28,125,B+46.5,2,True,False,False,,-1,41.9013,0
2023-05-24 06:06:17,126,W+29.5,5,True,False,False,,-1,42.0156,0
2023-05-24 06:06:54,109,B+16.5,2,True,False,False,,-1,41.9768,0
2023-05-24 06:07:31,96,W+26.5,3,True,False,False,,-1,41.995,0
2023-05-24 06:08:03,90,W+17.5,2,True,False,False,,-1,41.7289,0
2023-05-24 06:08:55,146,W+71.5,4,True,False,False,,-1,41.6325,0
2023-05-24 06:10:00,162,W+67.5,3,True,False,False,,-1,42.0108,0
2023-05-24 06:11:00,146,W+41.5,2,True,False,False,,-1,42.3203,0
2023-05-24 06:11:38,109,B+10.5,3,True,False,False,,-1,42.3285,0
2023-05-24 06:12:19,110,W+14.5,3,True,False,False,,-1,42.4083,0
2023-05-24 06:13:08,127,B+43.5,4,True,False,False,,-1,42.5082,0
2023-05-24 06:13:55,126,B+35.5,3,True,False,False,,-1,42.3883,0
2023-05-24 06:14:35,112,W+37.5,2,True,False,False,,-1,42.4051,0
2023-05-24 06:15:30,131,B+39.5,2,True,False,False,,-1,42.3561,0
2023-05-24 06:16:35,162,W+40.5,3,True,False,False,,-1,42.4226,0
2023-05-24 06:17:13,108,W+5.5,5,True,False,False,,-1,42.3147,0
2023-05-24 06:17:49,93,B+7.5,3,True,False,False,,-1,42.143,0
2023-05-24 06:18:56,158,W+63.5,2,True,False,False,,-1,42.3293,0
2023-05-24 06:19:45,125,W+53.5,3,True,False,False,,-1,42.3297,0
2023-05-24 06:20:28,114,B+12.5,2,True,False,False,,-1,42.4979,0
2023-05-24 06:21:06,104,W+3.5,3,True,False,False,,-1,42.46,0
2023-05-24 06:21:49,111,W+13.5,3,True,False,False,,-1,42.5806,0
2023-05-24 06:22:23,100,B+10.5,2,True,False,False,,-1,42.4374,0
2023-05-24 06:22:59,92,W+3.5,3,True,False,False,,-1,42.3739,0
2023-05-24 06:23:48,125,B+38.5,4,True,False,False,,-1,42.3247,0
2023-05-24 06:24:31,126,W+46.5,3,True,False,False,,-1,42.4062,0
2023-05-24 06:25:35,162,W+82.5,4,True,False,False,,-1,42.7406,0
2023-05-24 06:26:17,117,B+2.5,3,True,False,False,,-1,42.8446,0
2023-05-24 06:27:17,144,W+60.5,4,True,False,False,,-1,43.1368,0
2023-05-24 06:28:08,113,W+42.5,4,True,False,False,,-1,43.3831,0
2023-05-24 06:28:44,88,W+2.5,2,True,False,False,,-1,43.4369,0
2023-05-24 06:29:20,89,W+0.5,4,True,False,False,,-1,43.3727,0
2023-05-24 06:29:59,104,W+13.5,3,True,False,False,,-1,43.3354,0
2023-05-24 06:30:36,109,B+4.5,4,True,False,False,,-1,43.341,0
2023-05-24 06:31:32,138,W+53.5,3,True,False,False,,-1,43.4929,0
2023-05-24 06:32:06,97,B+1.5,4,True,False,False,,-1,43.3116,0
2023-05-24 06:33:12,162,W+44.5,2,True,False,False,,-1,43.399,0
