datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2023-05-28 01:20:28,105,B+15.5,9,False,False,False,,-0.88,34.217,0
2023-05-28 01:21:32,162,W+54.5,12,True,False,False,,-1,49.2504,0
2023-05-28 01:22:12,109,B+1.5,4,True,False,False,,-1,46.0952,0
2023-05-28 01:23:00,111,W+9.5,3,True,False,False,,-1,46.5731,0
2023-05-28 01:24:05,134,B+5.5,8,True,False,False,,-1,50.3076,0
2023-05-28 01:24:49,111,B+15.5,2,True,False,False,,-1,49.2735,0
2023-05-28 01:25:35,109,B+20.5,4,True,False,False,,-1,48.79,0
2023-05-28 01:26:22,113,W+7.5,7,True,False,False,,-1,48.5289,0
2023-05-28 01:26:59,93,W+8.5,4,True,False,False,,-1,47.2355,0
2023-05-28 01:28:13,162,W+50.5,8,True,False,False,,-1,49.8778,0
2023-05-28 01:29:20,162,W+55.5,9,True,False,False,,-1,51.5202,0
2023-05-28 01:30:11,127,B+12.5,9,True,False,False,,-1,51.42,0
2023-05-28 01:31:13,162,W+48.5,5,True,False,False,,-1,52.2508,0
2023-05-28 01:31:48,92,W+9.5,7,True,False,False,,-1,50.985,0
2023-05-28 01:32:35,112,B+9.5,3,True,False,False,,-1,50.7235,0
2023-05-28 01:33:17,103,W+14.5,4,True,False,False,,-1,50.19,0
2023-05-28 01:33:54,109,B+28.5,2,True,False,False,,-1,49.4193,0
2023-05-28 01:35:02,162,W+44.5,8,True,False,False,,-1,50.4565,0
2023-05-28 01:35:43,98,B+4.5,5,True,False,False,,-1,49.9382,0
2023-05-28 01:36:28,101,W+6.5,4,True,False,False,,-1,49.6924,0
2023-05-28 01:37:12,113,B+7.5,7,True,False,False,,-1,49.4183,0
2023-05-28 01:38:18,162,B+36.5,2,True,False,False,,-1,50.1804,0
2023-05-28 01:38:54,105,W+11.5,5,True,False,False,,-1,49.5542,0
2023-05-28 01:39:45,135,W+28.5,9,True,False,False,,-1,49.6264,0
2023-05-28 01:40:38,119,W+13.5,5,True,False,False,,-1,49.7716,0
2023-05-28 01:41:39,135,B+32.5,5,True,False,False,,-1,50.1879,0
2023-05-28 01:42:42,142,B+1.5,8,True,False,False,,-1,50.6766,0
2023-05-28 01:43:21,96,B+4.5,2,True,False,False,,-1,50.2704,0
2023-05-28 01:44:00,100,B+5.5,4,True,False,False,,-1,49.8577,0
2023-05-28 01:44:42,106,W+27.5,3,True,False,False,,-1,49.5919,0
2023-05-28 01:45:22,99,B+9.5,5,True,False,False,,-1,49.3126,0
2023-05-28 01:46:06,103,B+11.5,2,True,False,False,,-1,49.1238,0
2023-05-28 01:46:54,131,W+32.5,3,True,False,False,,-1,49.0984,0
2023-05-28 01:47:31,97,B+2.5,6,True,False,False,,-1,48.7294,0
2023-05-28 01:48:15,104,W+15.5,3,True,False,False,,-1,48.6191,0
2023-05-28 01:48:58,105,B+8.5,3,True,False,False,,-1,48.4493,0
2023-05-28 01:49:53,132,W+6.5,6,True,False,False,,-1,48.6186,0
2023-05-28 01:50:38,109,B+3.5,4,True,False,False,,-1,48.5279,0
2023-05-28 01:51:03,64,W+13.5,3,True,False,False,,-1,47.9199,0
2023-05-28 01:51:48,106,W+22.5,4,True,False,False,,-1,47.8471,0
2023-05-28 01:52:12,68,W+17.5,2,True,False,False,,-1,47.2839,0
2023-05-28 01:52:50,93,W+13.5,5,True,False,False,,-1,47.0587,0
2023-05-28 01:53:41,141,W+22.5,11,True,False,False,,-1,47.1343,0
2023-05-28 01:54:15,103,B+0.5,2,True,False,False,,-1,46.8385,0
2023-05-28 01:55:21,146,W+52.5,12,True,False,False,,-1,47.271,0
2023-05-28 01:56:25,159,W+39.5,8,True,False,False,,-1,47.6237,0
2023-05-28 01:57:34,162,B+47.5,8,True,False,False,,-1,48.0788,0
2023-05-28 01:58:34,135,B+33.5,4,True,False,False,,-1,48.3283,0
2023-05-28 01:59:21,119,B+5.5,5,True,False,False,,-1,48.3015,0
2023-05-28 01:59:52,72,W+10.5,2,True,False,False,,-1,47.9565,0
2023-05-28 02:00:53,156,B+34.5,15,True,False,False,,-1,48.2197,0
2023-05-28 02:01:53,141,B+40.5,5,True,False,False,,-1,48.4387,0
2023-05-28 02:02:40,112,W+3.5,7,True,False,False,,-1,48.4153,0
2023-05-28 02:03:25,122,B+1.5,12,True,False,False,,-1,48.3527,0
2023-05-28 02:04:11,124,B+19.5,3,True,False,False,,-1,48.3182,0
2023-05-28 02:04:51,103,B+12.5,2,True,False,False,,-1,48.1603,0
2023-05-28 02:05:35,111,B+14.5,4,True,False,False,,-1,48.0874,0
2023-05-28 02:06:28,122,B+1.5,3,True,False,False,,-1,48.1687,0
2023-05-28 02:07:03,90,W+8.5,4,True,False,False,,-1,47.9504,0
2023-05-28 02:07:55,134,W+55.5,4,True,False,False,,-1,48.0232,0
2023-05-28 02:09:05,149,W+57.5,7,True,False,False,,-1,48.3712,0
2023-05-28 02:09:48,123,B+31.5,3,True,False,False,,-1,48.2985,0
2023-05-28 02:10:48,150,W+48.5,7,True,False,False,,-1,48.4744,0
2023-05-28 02:11:34,109,W+12.5,8,True,False,False,,-1,48.4466,0
2023-05-28 02:12:16,112,B+18.5,4,True,False,False,,-1,48.3421,0
2023-05-28 02:13:18,162,W+59.5,10,True,False,False,,-1,48.5497,0
2023-05-28 02:14:03,117,W+14.5,3,True,False,False,,-1,48.5012,0
2023-05-28 02:14:16,32,W+7.5,2,True,False,False,,-1,47.9714,0
2023-05-28 02:15:03,115,B+2.5,8,True,False,False,,-1,47.96,0
2023-05-28 02:15:56,106,B+10.5,5,True,False,False,,-1,48.0311,0
2023-05-28 02:16:56,117,W+3.5,5,True,False,False,,-1,48.2023,0
2023-05-28 02:17:40,108,B+0.5,8,True,False,False,,-1,48.1351,0
2023-05-28 02:18:27,118,B+8.5,9,True,False,False,,-1,48.1264,0
2023-05-28 02:19:10,98,W+26.5,3,True,False,False,,-1,48.0498,0
2023-05-28 02:19:54,120,W+12.5,6,True,False,False,,-1,48.0021,0
2023-05-28 02:20:40,110,W+26.5,6,True,False,False,,-1,47.9791,0
2023-05-28 02:21:43,162,W+48.5,8,True,False,False,,-1,48.1667,0
2023-05-28 02:22:22,99,W+8.5,5,True,False,False,,-1,48.0483,0
2023-05-28 02:22:57,102,B+5.5,3,True,False,False,,-1,47.8837,0
2023-05-28 02:23:43,98,B+6.5,2,True,False,False,,-1,47.8613,0
2023-05-28 02:24:57,162,W+56.5,8,True,False,False,,-1,48.186,0
2023-05-28 02:25:33,114,W+2.5,4,True,False,False,,-1,48.033,0
2023-05-28 02:26:24,115,W+10.5,7,True,False,False,,-1,48.0717,0
2023-05-28 02:27:05,99,W+14.5,6,True,False,False,,-1,47.9938,0
2023-05-28 02:28:04,126,B+9.5,5,True,False,False,,-1,48.1209,0
2023-05-28 02:28:26,54,W+8.5,2,True,False,False,,-1,47.8166,0
2023-05-28 02:29:09,105,B+14.5,3,True,False,False,,-1,47.7595,0
2023-05-28 02:29:54,118,B+18.5,7,True,False,False,,-1,47.7266,0
2023-05-28 02:30:46,129,B+2.5,6,True,False,False,,-1,47.7731,0
2023-05-28 02:31:27,103,B+9.5,3,True,False,False,,-1,47.7009,0
2023-05-28 02:32:36,144,B+48.5,8,True,False,False,,-1,47.9386,0
2023-05-28 02:33:23,122,B+2.5,8,True,False,False,,-1,47.9218,0
2023-05-28 02:34:11,128,W+54.5,4,True,False,False,,-1,47.9237,0
2023-05-28 02:34:49,111,W+19.5,2,True,False,False,,-1,47.8175,0
2023-05-28 02:35:36,111,W+17.5,5,True,False,False,,-1,47.807,0
2023-05-28 02:36:32,107,B+7.5,4,True,False,False,,-1,47.8972,0
2023-05-28 02:37:33,139,B+48.5,6,True,False,False,,-1,48.0312,0
2023-05-28 02:38:15,109,W+19.5,4,True,False,False,,-1,47.9683,0
2023-05-28 02:38:36,50,W+6.5,2,True,False,False,,-1,47.6949,0
2023-05-28 02:39:46,153,B+37.5,5,True,False,False,,-1,47.9239,0
2023-05-28 02:40:45,137,W+24.5,12,True,False,False,,-1,48.171,0
2023-05-28 02:41:34,119,B+3.5,2,True,False,False,,-1,48.0135,0
2023-05-28 02:42:06,84,W+11.5,3,True,False,False,,-1,47.9343,0
2023-05-28 02:42:50,90,W+12.5,5,True,False,False,,-1,47.896,0
2023-05-28 02:43:39,118,W+26.5,8,True,False,False,,-1,47.7358,0
2023-05-28 02:44:20,100,W+1.5,4,True,False,False,,-1,47.7041,0
2023-05-28 02:44:48,69,B+1.5,2,True,False,False,,-1,47.5282,0
2023-05-28 02:45:47,139,W+47.5,9,True,False,False,,-1,47.6459,0
2023-05-28 02:46:39,130,B+34.5,7,True,False,False,,-1,47.8036,0
2023-05-28 02:47:40,151,W+21.5,8,True,False,False,,-1,47.6697,0
2023-05-28 02:48:12,83,B+7.5,2,True,False,False,,-1,47.3141,0
2023-05-28 02:48:24,32,W+4.5,2,True,False,False,,-1,46.9345,0
2023-05-28 02:48:50,64,W+14.5,2,True,False,False,,-1,46.5698,0
2023-05-28 02:49:30,101,B+19.5,6,True,False,False,,-1,46.619,0
2023-05-28 02:50:04,92,W+9.5,2,True,False,False,,-1,46.4909,0
2023-05-28 02:51:22,162,B+29.5,5,True,False,False,,-1,46.8476,0
2023-05-28 02:52:04,109,B+1.5,5,True,False,False,,-1,46.9006,0
