datetime,training_steps,game_length,game_result,num_passes,black_elo_rating,white_elo_rating,value_mse_error,policy_entropy,policy_top_1_accuracy,policy_top_3_accuracy,policy_top_5_accuracy
2023-05-28 03:42:49,1000,90,B+1.5,6,16.0,-15.263693206478006,0.9273471240163425,4.36629760362035,0.027076368292797,0.0676562467241126,0.1066798266622155
2023-05-28 04:30:45,2000,116,B+1.5,16,32.0,0.7363067935219938,0.9112347253758412,4.250864442104789,0.0301067153070423,0.0920425571032527,0.1479741509303117
2023-05-28 05:18:54,3000,162,W+7.5,29,16.736306793521994,48.0,0.9273859361944486,3.980381434608223,0.0503063408277572,0.1452518381256037,0.2245908063884037
2023-05-28 06:03:31,4000,130,B+1.5,26,32.73630679352199,1.4726135870439876,0.9090006465235408,3.804570416162936,0.0703914614852409,0.1869912798902043,0.2822754535440868
2023-05-28 06:47:18,5000,139,B+5.5,22,48.73630679352199,17.472613587043984,0.9198958229347534,3.631104079849352,0.0959744283223747,0.2292516381452792,0.3329027305378019
2023-05-28 07:30:08,6000,137,W+2.5,23,33.47261358704398,64.73630679352199,0.9417648211704738,3.287192785707273,0.1030172837833697,0.2570134228729109,0.3668155229888672
2023-05-28 08:06:18,7000,101,B+0.5,16,49.47261358704398,18.20892038056597,1.0229651305263778,3.102295879442078,0.1178448571995336,0.2714700650419878,0.3823978608556255
2023-05-28 08:35:56,8000,55,B+1.5,8,65.47261358704398,34.20892038056597,1.1005064584481783,2.9322994720983098,0.1332723715892468,0.2953096550178127,0.4081920972291435
2023-05-28 08:57:00,9000,45,B+0.5,7,81.47261358704398,50.20892038056597,1.089706083294029,2.8572539572262725,0.1415425256547339,0.3094227825971961,0.4249565768529225
2023-05-28 09:14:20,10000,106,B+5.5,11,97.47261358704398,66.20892038056597,1.1002772460458716,2.794848149028508,0.1455759997806667,0.3120063993703845,0.4268289732784355
2023-05-28 09:35:52,11000,121,W+0.5,11,82.20892038056597,113.47261358704398,1.075792276825889,2.8217238963875637,0.1403249035175571,0.3121176787445106,0.4271450712107357
2023-05-28 09:58:18,12000,161,B+2.5,35,98.20892038056596,66.94522717408796,1.0327908082117183,2.7937774185473283,0.1439648679726672,0.3091308758331841,0.4253597629910605
2023-05-28 10:24:05,13000,162,B+1.5,37,114.20892038056596,82.94522717408796,0.9990847135245312,2.9336779873569774,0.1496610817322811,0.3231020818919429,0.4418468505518005
2023-05-28 10:53:09,14000,49,B+0.5,10,130.20892038056598,98.94522717408796,0.9900403521050374,2.708855572384587,0.1547267123718473,0.3284370408717852,0.4455916434028265
2023-05-28 11:22:43,15000,120,B+2.5,15,146.20892038056598,114.94522717408798,0.985744329288551,2.6667637414072844,0.1620421216622235,0.3426066145105078,0.4628947797071578
2023-05-28 11:49:29,16000,111,W+0.5,17,130.945227174088,162.20892038056598,0.9575136907601756,2.728717230274899,0.1654143705216099,0.3443903099856304,0.461925520231074
2023-05-28 12:18:46,17000,122,B+1.5,14,146.945227174088,115.68153396760998,0.9354642338506438,2.659265700411557,0.1674061100440118,0.354548987922156,0.4735114770966082
2023-05-28 12:48:55,18000,111,W+2.5,13,131.68153396761,162.945227174088,0.9558592154579852,2.6251405686421374,0.1626517391030882,0.3489543770693528,0.4699553753582309
2023-05-28 13:19:42,19000,123,B+0.5,11,147.68153396761,116.41784076113198,0.947009876236597,2.454326215532499,0.1705703148561189,0.3634868182323997,0.484155591143452
2023-05-28 13:47:11,20000,129,W+0.5,23,132.417840761132,163.68153396761,0.9188332955590446,2.553146600342988,0.1765777883143755,0.3696878210369625,0.4874343008187904
2023-05-28 14:13:20,21000,96,W+0.5,4,117.154147554654,148.417840761132,0.9161641712350492,2.514562689966819,0.1869170936407869,0.3838654583984479,0.5053454418194339
2023-05-28 14:41:39,22000,64,W+4.5,3,101.89045434817598,133.154147554654,0.9034638795437376,2.416766384757029,0.1907796168441492,0.3913631078232625,0.5121318708965731
2023-05-28 15:09:49,23000,162,W+1.5,26,86.62676114169797,117.89045434817598,0.9073172674705532,2.4841647935520657,0.189271700687513,0.3877812021720443,0.5088273573083939
2023-05-28 15:35:33,24000,95,W+0.5,15,71.36306793521996,102.62676114169795,0.9067090887427244,2.2292512796482296,0.189689401526624,0.3965093756904562,0.517824859167082
2023-05-28 16:02:28,25000,107,W+0.5,20,56.09937472874195,87.36306793521996,0.9413127120955956,2.461793742346078,0.1909231511093263,0.388127942250843,0.5086177005165621
2023-05-28 16:28:46,26000,98,B+2.5,4,72.09937472874195,40.83568152226394,0.8815893334628191,2.35600090806023,0.2047975924949319,0.4159735896952074,0.5391324401954001
2023-05-28 16:55:25,27000,89,B+1.5,7,88.09937472874195,56.83568152226394,0.8840374061140917,2.343700965045236,0.2049362885264514,0.416025197520889,0.5396146508166132
2023-05-28 17:24:10,28000,59,B+1.5,3,104.09937472874196,72.83568152226394,0.870934173926978,2.2203335133606688,0.2098277427543419,0.4212746810394461,0.544407727626798
2023-05-28 17:48:04,29000,103,B+1.5,9,120.09937472874196,88.83568152226394,0.8724360887032278,2.037374265339733,0.212092036106125,0.4241598810439618,0.5475541922488272
2023-05-28 18:10:41,30000,52,W+15.5,3,104.83568152226394,136.09937472874196,0.9094311540840652,2.0468244631374977,0.2111340658419091,0.4266128655083935,0.5548437976263626
2023-05-28 18:35:04,31000,102,B+0.5,9,120.83568152226394,89.57198831578593,0.8648744342172395,1.926759466390013,0.2142773049748331,0.4286529873673719,0.5555759836532213
