datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2023-05-28 01:20:47,107,B+22.5,3,True,False,False,,-1,44.339,0
2023-05-28 01:21:49,152,W+51.5,8,True,False,False,,-1,53.349,0
2023-05-28 01:22:40,113,B+34.5,3,True,False,False,,-1,52.4268,0
2023-05-28 01:23:18,91,B+6.5,4,True,False,False,,-1,48.8607,0
2023-05-28 01:24:05,115,B+13.5,6,True,False,False,,-1,48.528,0
2023-05-28 01:25:01,132,W+49.5,9,True,False,False,,-1,49.7103,0
2023-05-28 01:25:40,105,B+3.5,5,True,False,False,,-1,48.2789,0
2023-05-28 01:26:45,162,W+43.5,18,True,False,False,,-1,50.2744,0
2023-05-28 01:27:48,162,W+78.5,7,True,False,False,,-1,51.6682,0
2023-05-28 01:28:33,98,B+14.5,2,True,False,False,,-1,51.0699,0
2023-05-28 01:29:34,162,B+38.5,10,True,False,False,,-1,51.9818,0
2023-05-28 01:30:42,162,W+57.5,16,True,False,False,,-1,53.2697,0
2023-05-28 01:31:24,117,W+16.5,9,True,False,False,,-1,52.4321,0
2023-05-28 01:32:12,119,B+34.5,3,True,False,False,,-1,52.0764,0
2023-05-28 01:32:59,119,B+32.5,7,True,False,False,,-1,51.7713,0
2023-05-28 01:33:49,131,B+40.5,3,True,False,False,,-1,51.6515,0
2023-05-28 01:34:44,133,B+44.5,5,True,False,False,,-1,51.8412,0
2023-05-28 01:34:53,28,W+7.5,2,True,False,False,,-1,49.468,0
2023-05-28 01:35:37,113,B+11.5,4,True,False,False,,-1,49.1762,0
2023-05-28 01:36:19,112,B+0.5,4,True,False,False,,-1,48.799,0
2023-05-28 01:37:02,107,W+13.5,4,True,False,False,,-1,48.5573,0
2023-05-28 01:37:48,110,B+3.5,4,True,False,False,,-1,48.4487,0
2023-05-28 01:38:36,117,B+23.5,8,True,False,False,,-1,48.4263,0
2023-05-28 01:39:15,95,B+12.5,2,True,False,False,,-1,48.0323,0
2023-05-28 01:40:07,120,B+15.5,5,True,False,False,,-1,48.1774,0
2023-05-28 01:40:57,124,B+18.5,5,True,False,False,,-1,48.2558,0
2023-05-28 01:41:50,127,W+23.5,11,True,False,False,,-1,48.4249,0
2023-05-28 01:42:30,87,W+12.5,3,True,False,False,,-1,48.1202,0
2023-05-28 01:43:13,106,B+1.5,7,True,False,False,,-1,47.9302,0
2023-05-28 01:44:03,141,B+34.5,5,True,False,False,,-1,48.0174,0
2023-05-28 01:45:03,135,B+36.5,5,True,False,False,,-1,48.388,0
2023-05-28 01:46:11,162,W+47.5,8,True,False,False,,-1,49.0227,0
2023-05-28 01:46:52,99,B+4.5,2,True,False,False,,-1,48.7779,0
2023-05-28 01:47:46,129,W+17.5,3,True,False,False,,-1,48.9141,0
2023-05-28 01:48:28,102,W+19.5,3,True,False,False,,-1,48.727,0
2023-05-28 01:49:07,96,B+5.5,4,True,False,False,,-1,48.4632,0
