datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2023-05-28 01:20:49,101,B+24.5,2,True,False,False,,-1,43.1896,0
2023-05-28 01:21:41,111,B+17.5,4,True,False,False,,-1,47.1697,0
2023-05-28 01:22:44,134,W+62.5,2,True,False,False,,-1,52.5556,0
2023-05-28 01:23:53,162,W+60.5,6,True,False,False,,-1,56.678,0
2023-05-28 01:24:50,134,B+37.5,6,True,False,False,,-1,56.7292,0
2023-05-28 01:26:01,162,B+15.5,4,True,False,False,,-1,59.1364,0
2023-05-28 01:26:45,102,W+11.5,4,True,False,False,,-1,56.9288,0
2023-05-28 01:27:44,140,W+73.5,9,True,False,False,,-1,57.2669,0
2023-05-28 01:28:30,116,W+0.5,5,True,False,False,,-1,56.0041,0
2023-05-28 01:29:40,162,B+14.5,2,True,False,False,,-1,57.3567,0
2023-05-28 01:30:51,156,B+45.5,10,True,False,False,,-1,58.5997,0
2023-05-28 01:31:58,162,B+24.5,5,True,False,False,,-1,59.3456,0
2023-05-28 01:32:58,128,B+43.5,2,True,False,False,,-1,59.3434,0
2023-05-28 01:33:50,117,W+31.5,6,True,False,False,,-1,58.8081,0
2023-05-28 01:34:46,129,W+37.5,9,True,False,False,,-1,58.6765,0
2023-05-28 01:35:44,130,W+49.5,3,True,False,False,,-1,58.6004,0
2023-05-28 01:36:47,137,W+46.5,4,True,False,False,,-1,58.8783,0
2023-05-28 01:37:29,103,W+8.5,5,True,False,False,,-1,57.9467,0
2023-05-28 01:38:19,115,W+4.5,2,True,False,False,,-1,57.5182,0
2023-05-28 01:39:31,162,B+28.5,1,True,False,False,,-1,58.2111,0
2023-05-28 01:40:30,137,B+43.5,4,True,False,False,,-1,58.2713,0
2023-05-28 01:41:08,100,W+30.5,2,True,False,False,,-1,57.3419,0
2023-05-28 01:41:49,106,B+11.5,5,True,False,False,,-1,56.6216,0
2023-05-28 01:42:35,108,B+1.5,4,True,False,False,,-1,56.1746,0
2023-05-28 01:43:31,139,B+3.5,6,True,False,False,,-1,56.1718,0
2023-05-28 01:44:20,115,B+10.5,5,True,False,False,,-1,55.8996,0
2023-05-28 01:45:08,109,W+31.5,4,True,False,False,,-1,55.6061,0
2023-05-28 01:45:30,54,W+5.5,2,True,False,False,,-1,54.4172,0
2023-05-28 01:46:42,155,W+52.5,6,True,False,False,,-1,55.0082,0
2023-05-28 01:47:51,149,B+42.5,5,True,False,False,,-1,55.4731,0
2023-05-28 01:48:33,109,W+21.5,3,True,False,False,,-1,55.0407,0
2023-05-28 01:49:26,136,B+19.5,3,True,False,False,,-1,54.9746,0
2023-05-28 01:50:08,91,W+17.5,2,True,False,False,,-1,54.5958,0
2023-05-28 01:51:02,119,W+47.5,3,True,False,False,,-1,54.5832,0
2023-05-28 01:52:08,162,W+47.5,5,True,False,False,,-1,54.8975,0
2023-05-28 01:52:52,107,W+2.5,2,True,False,False,,-1,54.6087,0
2023-05-28 01:53:28,83,B+3.5,2,True,False,False,,-1,54.1059,0
2023-05-28 01:54:16,112,W+16.5,6,True,False,False,,-1,53.9378,0
2023-05-28 01:55:08,130,B+8.5,4,True,False,False,,-1,53.8787,0
2023-05-28 01:56:11,137,B+42.5,2,True,False,False,,-1,54.1251,0
2023-05-28 01:56:59,104,W+17.5,4,True,False,False,,-1,53.9628,0
2023-05-28 01:58:00,144,B+47.5,4,True,False,False,,-1,54.1429,0
2023-05-28 01:59:00,142,B+41.5,3,True,False,False,,-1,54.2804,0
2023-05-28 01:59:46,106,W+13.5,4,True,False,False,,-1,54.0859,0
2023-05-28 02:01:03,162,W+85.5,8,True,False,False,,-1,54.5902,0
2023-05-28 02:01:49,114,B+30.5,5,True,False,False,,-1,54.4054,0
2023-05-28 02:02:27,91,W+20.5,3,True,False,False,,-1,54.0508,0
2023-05-28 02:03:03,91,B+8.5,2,True,False,False,,-1,53.6759,0
2023-05-28 02:03:45,94,W+32.5,2,True,False,False,,-1,53.4491,0
2023-05-28 02:04:44,155,B+58.5,10,True,False,False,,-1,53.5458,0
2023-05-28 02:05:14,71,B+1.5,2,True,False,False,,-1,53.0862,0
2023-05-28 02:06:08,118,B+11.5,2,True,False,False,,-1,53.1003,0
2023-05-28 02:06:50,97,B+20.5,2,True,False,False,,-1,52.9026,0
2023-05-28 02:08:03,162,W+63.5,4,True,False,False,,-1,53.2615,0
2023-05-28 02:08:48,98,W+23.5,4,True,False,False,,-1,53.1175,0
2023-05-28 02:09:42,126,B+24.5,6,True,False,False,,-1,53.1283,0
2023-05-28 02:10:40,135,B+16.5,6,True,False,False,,-1,53.216,0
2023-05-28 02:11:53,156,B+33.5,9,True,False,False,,-1,53.567,0
2023-05-28 02:12:45,119,B+24.5,4,True,False,False,,-1,53.5348,0
2023-05-28 02:13:48,137,B+41.5,4,True,False,False,,-1,53.6867,0
2023-05-28 02:14:55,162,B+32.5,4,True,False,False,,-1,53.9089,0
2023-05-28 02:16:07,161,B+56.5,4,True,False,False,,-1,54.2038,0
