datetime,game_length,game_result,num_passes,is_resign_disabled,is_marked_for_resign,is_could_won,marked_resign_player,resign_threshold,time_per_game,training_steps
2023-05-28 01:20:44,70,W+1.5,2,True,False,False,,-1,39.1914,0
2023-05-28 01:20:58,32,W+7.5,2,True,False,False,,-1,26.9438,0
2023-05-28 01:22:29,159,B+32.5,13,True,False,False,,-1,48.3108,0
2023-05-28 01:22:48,40,W+7.5,4,True,False,False,,-1,40.9281,0
2023-05-28 01:23:10,46,W+7.5,2,True,False,False,,-1,37.1684,0
2023-05-28 01:24:02,91,B+2.5,6,True,False,False,,-1,39.6119,0
2023-05-28 01:24:52,84,W+2.5,5,True,False,False,,-1,41.0119,0
2023-05-28 01:25:45,108,B+4.5,9,True,False,False,,-1,42.5888,0
2023-05-28 01:26:08,47,B+4.5,6,True,False,False,,-1,40.3725,0
2023-05-28 01:26:25,38,W+7.5,2,True,False,False,,-1,38.0885,0
2023-05-28 01:27:18,100,B+1.5,6,True,False,False,,-1,39.3785,0
2023-05-28 01:28:06,87,B+20.5,4,True,False,False,,-1,40.086,0
2023-05-28 01:29:03,110,B+15.5,5,True,False,False,,-1,41.4297,0
2023-05-28 01:30:05,107,B+9.5,8,True,False,False,,-1,42.8975,0
2023-05-28 01:31:19,121,W+28.5,7,True,False,False,,-1,44.9709,0
2023-05-28 01:31:38,40,W+7.5,2,True,False,False,,-1,43.341,0
2023-05-28 01:31:48,24,W+7.5,2,True,False,False,,-1,41.3857,0
2023-05-28 01:32:11,58,W+4.5,2,True,False,False,,-1,40.3668,0
2023-05-28 01:33:03,94,B+3.5,5,True,False,False,,-1,40.983,0
2023-05-28 01:33:59,104,B+1.5,5,True,False,False,,-1,41.7416,0
2023-05-28 01:35:11,124,B+1.5,12,True,False,False,,-1,43.1775,0
2023-05-28 01:36:15,118,B+1.5,12,True,False,False,,-1,44.1262,0
2023-05-28 01:37:36,138,B+1.5,9,True,False,False,,-1,45.7308,0
2023-05-28 01:39:16,162,B+26.5,13,True,False,False,,-1,47.9956,0
2023-05-28 01:40:08,91,B+1.5,6,True,False,False,,-1,48.1382,0
2023-05-28 01:40:42,62,W+9.5,3,True,False,False,,-1,47.6052,0
2023-05-28 01:41:42,115,W+4.5,12,True,False,False,,-1,48.0524,0
2023-05-28 01:43:25,159,B+35.5,13,True,False,False,,-1,50.0053,0
2023-05-28 01:44:00,62,W+13.5,2,True,False,False,,-1,49.482,0
2023-05-28 01:44:57,101,B+5.5,11,True,False,False,,-1,49.7374,0
2023-05-28 01:46:14,128,W+4.5,13,True,False,False,,-1,50.6133,0
2023-05-28 01:46:24,24,W+7.5,2,True,False,False,,-1,49.3601,0
2023-05-28 01:47:24,112,W+6.5,12,True,False,False,,-1,49.6705,0
2023-05-28 01:47:40,38,W+7.5,2,True,False,False,,-1,48.6982,0
2023-05-28 01:48:06,50,W+9.5,2,True,False,False,,-1,48.026,0
2023-05-28 01:48:28,54,W+5.5,4,True,False,False,,-1,47.3296,0
2023-05-28 01:48:44,38,W+7.5,2,True,False,False,,-1,46.4805,0
2023-05-28 01:49:42,107,B+3.5,12,True,False,False,,-1,46.7657,0
2023-05-28 01:50:10,56,W+5.5,5,True,False,False,,-1,46.2903,0
2023-05-28 01:50:35,52,W+9.5,2,True,False,False,,-1,45.7705,0
2023-05-28 01:50:45,22,W+7.5,2,True,False,False,,-1,44.8859,0
2023-05-28 01:51:54,120,B+14.5,13,True,False,False,,-1,45.4648,0
2023-05-28 01:52:10,36,W+7.5,2,True,False,False,,-1,44.7767,0
2023-05-28 01:53:20,119,W+7.5,8,True,False,False,,-1,45.3414,0
